"","animal","treatment","pen","date","weight_kg","gain_past_day","milk_ml","feed_g","acggm_g","score_appetite_1_2","score_clinical_1_3","score_dehydration_1_2","score_faeces_1_5","note","day"
"229",7,"T3",12,2022-04-15,7.5,0.3,761.386600133905,150,0,1,1,1,1,NA,24
"230",7,"T3",12,2022-04-16,7.9,0.4,791.643408797472,150,0,1,1,1,1,NA,25
"231",7,"T3",12,2022-04-17,8.2,0.299999999999999,843.159305730108,180,0,1,1,1,1,NA,26
"232",7,"T3",12,2022-04-18,NA,NA,0,440,0,1,1,1,1,NA,27
"233",7,"T3",12,2022-04-19,9.2,NA,0,440,0,1,1,1,1,NA,28
"234",7,"T3",12,2022-04-20,NA,NA,0,500,0,1,1,1,1,NA,29
"235",7,"T3",12,2022-04-21,NA,NA,0,600,0,1,1,1,1,NA,30
"236",7,"T3",12,2022-04-22,10.7,NA,0,600,0,1,1,1,1,NA,31
"237",7,"T3",12,2022-04-23,NA,NA,0,740,0,1,1,1,1,NA,32
"238",7,"T3",12,2022-04-24,NA,NA,0,840,0,1,1,1,1,NA,33
"239",7,"T3",12,2022-04-25,12.6,NA,0,860,0,1,1,1,1,NA,34
"240",7,"T3",12,2022-04-26,NA,NA,0,900,0,1,1,1,1,NA,35
"241",7,"T3",12,2022-04-27,NA,NA,0,900,0,1,1,1,1,NA,36
"242",7,"T3",12,2022-04-28,NA,NA,0,900,0,NA,NA,NA,NA,NA,37
"243",7,"T3",12,2022-04-29,NA,NA,0,900,0,1,1,1,NA,NA,38
"244",7,"T3",12,2022-04-30,NA,NA,0,1200,0,1,1,1,1,NA,39
"245",7,"T3",12,2022-05-01,NA,NA,0,1200,0,1,1,1,1,NA,40
"246",7,"T3",12,2022-05-02,18.3,NA,0,1200,0,NA,NA,NA,1,NA,41
"247",8,"T3",13,2022-03-23,4.1,NA,518.633299373275,0,0,NA,NA,NA,NA,NA,1
"248",8,"T3",13,2022-03-24,4.2,0.100000000000001,528.091859477455,0,0,1,NA,1,NA,NA,2
"249",8,"T3",13,2022-03-25,4.3,0.0999999999999996,537.49427990869,0,0,1,1,1,NA,NA,3
"250",8,"T3",13,2022-03-26,4.5,0.2,556.137128854922,0,0,1,1,1,NA,NA,4
"251",8,"T3",13,2022-03-27,4.5,0,556.137128854922,0,0,1,1,1,NA,NA,5
"252",8,"T3",13,2022-03-28,4.5,0,593.21293744525,0,0,1,1,1,NA,"faeces_none_collected",6
"253",8,"T3",13,2022-03-29,4.5,0,648.826650330742,0,0,1,1,1,NA,"faeces_none_collected",7
"254",8,"T3",13,2022-03-30,4.7,0.2,670.33622324707,0,0,1,1,1,NA,"faeces_none_collected",8
"255",8,"T3",13,2022-03-31,4.8,0.0999999999999996,719.919442481188,0,0,1,1,1,NA,"faeces_none_collected",9
"256",8,"T3",13,2022-04-01,4.9,0.100000000000001,790.420693532341,0,0,1,1,1,NA,"faeces_none_collected",10
"257",8,"T3",13,2022-04-02,4.9,0,790.420693532341,0,0,1,1,1,NA,NA,11
"258",8,"T3",13,2022-04-03,5.1,0.199999999999999,855.220638447093,0,0,1,1,1,NA,NA,12
"259",8,"T3",13,2022-04-04,5.3,0.2,922.16965900536,0,0,1,1,1,NA,NA,13
"260",8,"T3",13,2022-04-05,5.4,0.100000000000001,977.697268684666,0,0,1,1,1,NA,NA,14
"261",8,"T3",13,2022-04-06,5.6,0.199999999999999,1004.73169431872,0,0,1,1,1,NA,NA,15
"262",8,"T3",13,2022-04-07,5.8,0.2,1031.52575828989,0,0,1,1,1,NA,NA,16
"263",8,"T3",13,2022-04-08,5.9,0.100000000000001,1090.263559084,0,0,1,1,1,NA,NA,17
"264",8,"T3",13,2022-04-09,5.7,-0.2,1062.42585120942,20,0,1,1,1,NA,NA,18
"265",8,"T3",13,2022-04-10,6.2,0.5,1178.73185887866,20,0,1,1,1,1,NA,19
"266",8,"T3",13,2022-04-11,6.5,0.3,1221.25476773927,40,0,1,1,1,1,NA,20
"267",8,"T3",13,2022-04-12,6.6,0.0999999999999996,1284.73201197044,60,0,1,1,1,1,NA,21
"268",8,"T3",13,2022-04-13,6.9,0.300000000000001,1379.37334128013,60,0,1,1,1,1,NA,22
"269",8,"T3",13,2022-04-14,7.3,0.399999999999999,1438.92167739139,70,0,1,1,1,1,NA,23
"270",8,"T3",13,2022-04-15,7.5,0.2,761.386600133905,150,0,1,1,1,1,NA,24
"271",8,"T3",13,2022-04-16,7.9,0.4,791.643408797472,150,0,1,1,1,1,NA,25
"272",8,"T3",13,2022-04-17,8.3,0.4,850.859432149102,180,0,1,1,1,1,NA,26
"273",8,"T3",13,2022-04-18,NA,NA,0,440,0,1,1,1,1,NA,27
"274",8,"T3",13,2022-04-19,9.3,NA,0,440,0,1,1,1,1,NA,28
"275",8,"T3",13,2022-04-20,NA,NA,0,500,0,1,1,1,1,NA,29
"276",8,"T3",13,2022-04-21,NA,NA,0,600,0,1,1,1,1,NA,30
"277",8,"T3",13,2022-04-22,10.7,NA,0,600,0,1,1,1,1,NA,31
"278",8,"T3",13,2022-04-23,NA,NA,0,740,0,1,1,1,1,NA,32
"279",8,"T3",13,2022-04-24,NA,NA,0,840,0,1,1,1,1,NA,33
"280",8,"T3",13,2022-04-25,12.5,NA,0,860,0,1,1,1,1,NA,34
"281",8,"T3",13,2022-04-26,NA,NA,0,900,0,1,1,1,1,NA,35
"282",8,"T3",13,2022-04-27,NA,NA,0,900,0,1,1,1,1,NA,36
"283",8,"T3",13,2022-04-28,NA,NA,0,900,0,NA,NA,NA,NA,NA,37
"284",8,"T3",13,2022-04-29,NA,NA,0,900,0,1,1,1,NA,NA,38
"285",8,"T3",13,2022-04-30,NA,NA,0,1200,0,1,1,1,1,NA,39
"286",8,"T3",13,2022-05-01,NA,NA,0,1200,0,1,1,1,1,NA,40
"287",8,"T3",13,2022-05-02,17.3,NA,0,1200,0,NA,NA,NA,1,NA,41
"288",9,"T3",14,2022-03-23,3.9,NA,499.540794658604,0,0,NA,NA,NA,NA,NA,1
"289",9,"T3",14,2022-03-24,3.9,0,499.540794658604,0,0,1,NA,1,NA,NA,2
"290",9,"T3",14,2022-03-25,4.1,0.2,518.633299373275,0,0,1,1,1,NA,NA,3
"291",9,"T3",14,2022-03-26,4.2,0.100000000000001,528.091859477455,0,0,1,1,1,1,NA,4
"292",9,"T3",14,2022-03-27,4.3,0.0999999999999996,537.49427990869,0,0,1,1,1,1,NA,5
"293",9,"T3",14,2022-03-28,4.3,0,573.327231902603,0,0,1,1,1,NA,"faeces_none_collected",6
"294",9,"T3",14,2022-03-29,4.4,0.100000000000001,637.98255289457,0,0,1,1,1,NA,"faeces_none_collected",7
"295",9,"T3",14,2022-03-30,4.5,0.0999999999999996,648.826650330742,0,0,1,1,1,NA,"faeces_none_collected",8
"296",9,"T3",14,2022-03-31,4.5,0,685.90245892107,0,0,1,1,1,NA,"faeces_none_collected",9
"297",9,"T3",14,2022-04-01,4.6,0.0999999999999996,753.840759166094,0,0,1,1,1,NA,"faeces_none_collected",10
"298",9,"T3",14,2022-04-02,4.7,0.100000000000001,766.098540853794,0,0,1,1,1,NA,NA,11
"299",9,"T3",14,2022-04-03,4.8,0.0999999999999996,817.205853627294,0,0,1,1,1,NA,NA,12
"300",9,"T3",14,2022-04-04,5.1,0.3,895.945430754098,0,0,1,1,1,NA,NA,13
"301",9,"T3",14,2022-04-05,5.2,0.100000000000001,950.411296805999,0,0,1,1,1,NA,NA,14
"302",9,"T3",14,2022-04-06,5.4,0.2,977.697268684666,0,0,1,1,1,1,NA,15
"303",9,"T3",14,2022-04-07,5.4,0,977.697268684666,0,0,1,1,1,1,NA,16
"304",9,"T3",14,2022-04-08,5.6,0.199999999999999,1048.41568102823,0,0,1,1,1,1,NA,17
"305",9,"T3",14,2022-04-09,5.7,0.100000000000001,1062.42585120942,20,0,1,1,1,1,NA,18
"306",9,"T3",14,2022-04-10,5.9,0.2,1135.69120737917,20,0,1,1,1,1,NA,19
"307",9,"T3",14,2022-04-11,6.1,0.199999999999999,1164.44406309109,40,0,1,1,1,1,NA,20
"308",9,"T3",14,2022-04-12,6.4,0.300000000000001,1255.42153619544,60,0,1,1,1,1,NA,21
"309",9,"T3",14,2022-04-13,6.7,0.3,1349.27698404372,60,0,1,1,1,1,NA,22
"310",9,"T3",14,2022-04-14,7,0.3,1394.33953089347,70,0,1,1,1,1,NA,23
"311",9,"T3",14,2022-04-15,7.4,0.4,753.759973323772,150,0,1,1,1,1,NA,24
"312",9,"T3",14,2022-04-16,7.7,0.3,776.564128704053,150,0,1,1,1,1,NA,25
"313",9,"T3",14,2022-04-17,7.9,0.2,819.916387683096,180,0,1,1,1,1,NA,26
"314",9,"T3",14,2022-04-18,NA,NA,0,440,0,1,1,1,1,NA,27
"315",9,"T3",14,2022-04-19,8.5,NA,0,440,0,1,1,1,1,NA,28
"316",9,"T3",14,2022-04-20,NA,NA,0,500,0,1,1,1,1,NA,29
"317",9,"T3",14,2022-04-21,NA,NA,0,600,0,1,1,1,1,NA,30
"318",9,"T3",14,2022-04-22,10.3,NA,0,600,0,1,1,1,1,NA,31
"319",9,"T3",14,2022-04-23,NA,NA,0,740,0,1,1,1,1,NA,32
"320",9,"T3",14,2022-04-24,NA,NA,0,840,0,1,1,1,1,NA,33
"321",9,"T3",14,2022-04-25,12.7,NA,0,860,0,1,1,1,1,NA,34
"322",9,"T3",14,2022-04-26,NA,NA,0,900,0,1,1,1,1,NA,35
"323",9,"T3",14,2022-04-27,NA,NA,0,900,0,1,1,1,1,NA,36
"324",9,"T3",14,2022-04-28,NA,NA,0,900,0,NA,NA,NA,NA,NA,37
"325",9,"T3",14,2022-04-29,NA,NA,0,900,0,1,1,1,NA,NA,38
"326",9,"T3",14,2022-04-30,NA,NA,0,1200,0,1,1,1,1,NA,39
"327",9,"T3",14,2022-05-01,NA,NA,0,1200,0,1,1,1,1,NA,40
"328",9,"T3",14,2022-05-02,18,NA,0,1200,0,NA,NA,NA,1,NA,41
"329",13,"Extra (T3)",30,2022-03-23,3.7,NA,480.201816043334,0,0,NA,NA,NA,NA,NA,1
"330",13,"Extra (T3)",30,2022-03-24,3.8,0.0999999999999996,489.903116898205,0,0,1,1,1,1,NA,2
"331",13,"Extra (T3)",30,2022-03-25,3.9,0.1,499.540794658604,0,0,1,1,1,1,NA,3
"332",13,"Extra (T3)",30,2022-03-26,4,0.1,509.116882454314,0,0,1,1,1,NA,NA,4
"333",13,"Extra (T3)",30,2022-03-27,3.9,-0.1,499.540794658604,0,0,1,1,1,NA,NA,5
"334",13,"Extra (T3)",30,2022-03-28,4,0.1,543.058007951268,0,0,1,1,1,NA,"faeces_none_collected",6
"335",13,"Extra (T3)",30,2022-03-29,4.1,0.0999999999999996,605.072182602155,0,0,1,1,1,NA,"faeces_none_collected",7
"336",13,"Extra (T3)",30,2022-03-30,4.2,0.100000000000001,616.107169390365,0,0,1,1,1,NA,"faeces_none_collected",8
"337",13,"Extra (T3)",30,2022-03-31,4.2,0,651.313293355528,0,0,1,1,1,NA,"faeces_none_collected",9
"338",13,"Extra (T3)",30,2022-04-01,4.4,0.2,729.122917593794,0,0,1,1,1,NA,"faeces_none_collected",10
"339",13,"Extra (T3)",30,2022-04-02,4.3,-0.100000000000001,716.659039878254,0,0,1,1,1,NA,NA,11
"340",13,"Extra (T3)",30,2022-04-03,4.5,0.2,778.59198039689,0,0,1,1,1,NA,NA,12
"341",13,"Extra (T3)",30,2022-04-04,4.6,0.0999999999999996,829.224835082703,0,0,1,1,1,NA,NA,13
"342",13,"Extra (T3)",30,2022-04-05,4.8,0.2,895.03498254418,0,0,1,1,1,NA,NA,14
"343",13,"Extra (T3)",30,2022-04-06,5,0.2,922.861620867462,0,0,1,1,1,1,NA,15
"344",13,"Extra (T3)",30,2022-04-07,5,0,922.861620867462,0,0,1,1,1,1,NA,16
"345",13,"Extra (T3)",30,2022-04-08,5.1,0.0999999999999996,977.395015368106,0,0,1,1,1,1,NA,17
"346",13,"Extra (T3)",30,2022-04-09,5.3,0.2,1006.00326436948,20,0,1,1,1,1,NA,18
"347",13,"Extra (T3)",30,2022-04-10,5.5,0.2,1077.44043944726,20,0,1,1,1,1,NA,19
"348",13,"Extra (T3)",30,2022-04-11,5.7,0.2,1106.69359500981,40,0,1,1,1,1,NA,20
"349",13,"Extra (T3)",30,2022-04-12,5.9,0.2,1181.11885567434,60,0,1,1,1,1,NA,21
"350",13,"Extra (T3)",30,2022-04-13,6.2,0.3,1273.03040758895,60,0,1,1,1,1,NA,22
"351",13,"Extra (T3)",30,2022-04-14,6.5,0.3,1318.95514915841,70,0,1,1,1,1,NA,23
"352",13,"Extra (T3)",30,2022-04-15,6.8,0.3,707.442205994013,150,0,1,1,1,1,NA,24
"353",13,"Extra (T3)",30,2022-04-16,7,0.2,722.990867870687,150,0,1,1,1,1,NA,25
"354",13,"Extra (T3)",30,2022-04-17,7.2,0.2,764.801305510007,180,0,1,1,1,1,NA,26
"355",13,"Extra (T3)",30,2022-04-18,NA,NA,0,440,0,1,1,1,1,NA,27
"356",13,"Extra (T3)",30,2022-04-19,8.3,NA,0,440,0,1,1,1,1,NA,28
"357",13,"Extra (T3)",30,2022-04-20,NA,NA,0,500,0,1,1,1,1,NA,29
"358",13,"Extra (T3)",30,2022-04-21,NA,NA,0,600,0,1,1,1,1,NA,30
"359",13,"Extra (T3)",30,2022-04-22,8.8,NA,0,600,0,1,1,1,1,NA,31
"360",13,"Extra (T3)",30,2022-04-23,NA,NA,0,740,0,1,1,1,1,NA,32
"361",13,"Extra (T3)",30,2022-04-24,NA,NA,0,840,0,1,1,1,1,NA,33
"362",13,"Extra (T3)",30,2022-04-25,11.7,NA,0,860,0,1,1,1,1,NA,34
"363",13,"Extra (T3)",30,2022-04-26,NA,NA,0,900,0,1,1,1,1,NA,35
"364",13,"Extra (T3)",30,2022-04-27,NA,NA,0,900,0,1,1,1,1,NA,36
"365",13,"Extra (T3)",30,2022-04-28,NA,NA,0,900,0,NA,NA,NA,NA,NA,37
"366",13,"Extra (T3)",30,2022-04-29,NA,NA,0,900,0,1,1,1,NA,NA,38
"367",13,"Extra (T3)",30,2022-04-30,NA,NA,0,1200,0,1,1,1,1,NA,39
"368",13,"Extra (T3)",30,2022-05-01,NA,NA,0,1200,0,1,1,1,1,NA,40
"369",13,"Extra (T3)",30,2022-05-02,13.3,NA,0,1200,0,NA,NA,NA,1,NA,41
"370",14,"Extra (T3)",31,2022-03-23,3.4,NA,450.693913297126,0,0,NA,NA,NA,NA,NA,1
"371",14,"Extra (T3)",31,2022-03-24,3.5,0.1,460.599580796686,0,0,1,1,1,1,NA,2
"372",14,"Extra (T3)",31,2022-03-25,3.5,0,460.599580796686,0,0,1,1,1,1,NA,3
"373",14,"Extra (T3)",31,2022-03-26,3.6,0.1,470.434734866829,0,0,1,1,1,NA,NA,4
"374",14,"Extra (T3)",31,2022-03-27,3.8,0.2,489.903116898205,0,0,1,1,1,NA,NA,5
"375",14,"Extra (T3)",31,2022-03-28,3.9,0.1,532.843514302511,0,0,1,1,1,NA,"faeces_none_collected",6
"376",14,"Extra (T3)",31,2022-03-29,3.7,-0.2,560.235452050556,0,0,1,1,1,NA,"faeces_none_collected",7
"377",14,"Extra (T3)",31,2022-03-30,3.8,0.0999999999999996,571.553636381239,0,0,1,1,1,NA,"faeces_none_collected",8
"378",14,"Extra (T3)",31,2022-03-31,3.9,0.1,616.100313412278,0,0,1,1,1,NA,"faeces_none_collected",9
"379",14,"Extra (T3)",31,2022-04-01,3.9,0,666.054392878139,0,0,1,1,1,NA,"faeces_none_collected",10
"380",14,"Extra (T3)",31,2022-04-02,4.2,0.3,704.122479303274,0,0,1,1,1,NA,NA,11
"381",14,"Extra (T3)",31,2022-04-03,4.2,0,739.328603268438,0,0,1,1,1,NA,NA,12
"382",14,"Extra (T3)",31,2022-04-04,4.4,0.2,802.035209353173,0,0,1,1,1,NA,NA,13
"383",14,"Extra (T3)",31,2022-04-05,4.7,0.3,881.013321981863,0,0,1,1,1,NA,NA,14
"384",14,"Extra (T3)",31,2022-04-06,4.6,-0.100000000000001,866.916873041008,0,0,1,1,1,NA,NA,15
"385",14,"Extra (T3)",31,2022-04-07,4.5,-0.0999999999999996,852.743597577547,0,0,1,1,1,NA,NA,16
"386",14,"Extra (T3)",31,2022-04-08,4.9,0.4,948.504832238809,0,0,1,1,1,1,NA,17
"387",14,"Extra (T3)",31,2022-04-09,5,0.0999999999999996,962.986039166047,20,0,1,1,1,NA,NA,18
"388",14,"Extra (T3)",31,2022-04-10,5.1,0.0999999999999996,1018.11980767511,20,0,1,1,1,1,NA,19
"389",14,"Extra (T3)",31,2022-04-11,5.2,0.100000000000001,1033.05575739782,40,0,1,1,1,1,NA,20
"390",14,"Extra (T3)",31,2022-04-12,5.4,0.2,1105.22299938267,60,0,1,1,1,1,NA,21
"391",14,"Extra (T3)",31,2022-04-13,5.7,0.3,1195.2290826106,60,0,1,1,1,1,NA,22
"392",14,"Extra (T3)",31,2022-04-14,6,0.3,1242.10539465475,70,0,1,1,1,1,NA,23
"393",14,"Extra (T3)",31,2022-04-15,6.4,0.4,675.996211797546,150,0,1,1,1,1,NA,24
"394",14,"Extra (T3)",31,2022-04-16,6.7,0.3,699.625102837484,150,0,1,1,1,1,NA,25
"395",14,"Extra (T3)",31,2022-04-17,6.8,0.0999999999999996,732.707999065228,180,0,1,1,1,1,NA,26
"396",14,"Extra (T3)",31,2022-04-18,NA,NA,0,440,0,1,1,1,1,NA,27
"397",14,"Extra (T3)",31,2022-04-19,7.9,NA,0,440,0,1,1,1,1,NA,28
"398",14,"Extra (T3)",31,2022-04-20,NA,NA,0,500,0,1,1,1,1,NA,29
"399",14,"Extra (T3)",31,2022-04-21,NA,NA,0,600,0,1,1,1,1,NA,30
"400",14,"Extra (T3)",31,2022-04-22,9.5,NA,0,600,0,1,1,1,1,NA,31
"401",14,"Extra (T3)",31,2022-04-23,NA,NA,0,740,0,1,1,1,1,NA,32
"402",14,"Extra (T3)",31,2022-04-24,NA,NA,0,840,0,1,1,1,1,NA,33
"403",14,"Extra (T3)",31,2022-04-25,11.7,NA,0,860,0,1,1,1,1,NA,34
"404",14,"Extra (T3)",31,2022-04-26,NA,NA,0,900,0,1,1,1,1,NA,35
"405",14,"Extra (T3)",31,2022-04-27,NA,NA,0,900,0,1,1,1,1,NA,36
"406",14,"Extra (T3)",31,2022-04-28,NA,NA,0,900,0,NA,NA,NA,NA,NA,37
"407",14,"Extra (T3)",31,2022-04-29,NA,NA,0,900,0,1,1,1,NA,NA,38
"408",14,"Extra (T3)",31,2022-04-30,NA,NA,0,1200,0,1,1,1,1,NA,39
"409",14,"Extra (T3)",31,2022-05-01,NA,NA,0,1200,0,1,1,1,1,NA,40
"410",14,"Extra (T3)",31,2022-05-02,14.1,NA,0,1200,0,NA,NA,NA,1,NA,41
"411",15,"Extra (T3)",32,2022-03-23,2.8,NA,389.619808549748,0,0,NA,NA,NA,NA,NA,1
"412",15,"Extra (T3)",32,2022-03-24,2.9,0.1,400.010142739212,0,0,1,1,1,1,NA,2
"413",15,"Extra (T3)",32,2022-03-25,2.9,0,400.010142739212,0,0,1,1,1,1,NA,3
"414",15,"Extra (T3)",32,2022-03-26,3,0.1,410.31127025186,0,0,1,1,1,2,NA,4
"415",15,"Extra (T3)",32,2022-03-27,3.2,0.2,430.660448991711,0,0,1,1,1,1,NA,5
"416",15,"Extra (T3)",32,2022-03-28,3.2,0,459.371145591159,0,0,1,1,1,NA,"faeces_none_collected",6
"417",15,"Extra (T3)",32,2022-03-29,3.3,0.0999999999999996,514.167651276395,0,0,1,1,1,NA,"faeces_none_collected",7
"418",15,"Extra (T3)",32,2022-03-30,3.4,0.1,525.809565513313,0,0,1,1,1,NA,"faeces_none_collected",8
"419",15,"Extra (T3)",32,2022-03-31,3.5,0.1,568.072816315912,0,0,1,1,1,NA,"faeces_none_collected",9
"420",15,"Extra (T3)",32,2022-04-01,3.5,0,614.132774395581,0,0,1,1,1,NA,"faeces_none_collected",10
"421",15,"Extra (T3)",32,2022-04-02,3.7,0.2,640.269088057779,0,0,1,1,1,NA,NA,11
"422",15,"Extra (T3)",32,2022-04-03,3.9,0.2,699.357112522046,0,0,1,1,1,NA,NA,12
"423",15,"Extra (T3)",32,2022-04-04,4,0.1,746.704760932994,0,0,1,1,1,NA,NA,13
"424",15,"Extra (T3)",32,2022-04-05,4.2,0.2,809.740851198765,0,0,1,1,1,NA,NA,14
"425",15,"Extra (T3)",32,2022-04-06,4.4,0.2,838.491355232863,0,0,1,1,1,1,NA,15
"426",15,"Extra (T3)",32,2022-04-07,4.3,-0.100000000000001,824.157895859992,0,0,1,1,1,1,NA,16
"427",15,"Extra (T3)",32,2022-04-08,4.5,0.2,889.819406167875,0,0,1,1,1,1,NA,17
"428",15,"Extra (T3)",32,2022-04-09,4.6,0.0999999999999996,904.608910999313,20,0,1,1,1,1,NA,18
"429",15,"Extra (T3)",32,2022-04-10,4.9,0.300000000000001,988.025866915426,20,0,1,1,1,NA,NA,19
"430",15,"Extra (T3)",32,2022-04-11,5.1,0.199999999999999,1018.11980767511,40,0,1,1,1,1,NA,20
"431",15,"Extra (T3)",32,2022-04-12,5.2,0.100000000000001,1074.37798769374,60,0,1,1,1,1,NA,21
"432",15,"Extra (T3)",32,2022-04-13,5.6,0.399999999999999,1179.46764115676,60,0,1,1,1,1,NA,22
"433",15,"Extra (T3)",32,2022-04-14,6,0.4,1242.10539465475,70,0,1,1,1,1,NA,23
"434",15,"Extra (T3)",32,2022-04-15,6.4,0.4,675.996211797546,150,0,1,1,1,1,NA,24
"435",15,"Extra (T3)",32,2022-04-16,6.7,0.3,699.625102837484,150,0,1,1,1,1,NA,25
"436",15,"Extra (T3)",32,2022-04-17,6.9,0.2,740.774572168959,180,0,1,1,1,1,NA,26
"437",15,"Extra (T3)",32,2022-04-18,NA,NA,0,440,0,1,1,1,1,NA,27
"438",15,"Extra (T3)",32,2022-04-19,8,NA,0,440,0,1,1,1,1,NA,28
"439",15,"Extra (T3)",32,2022-04-20,NA,NA,0,500,0,1,1,1,1,NA,29
"440",15,"Extra (T3)",32,2022-04-21,NA,NA,0,600,0,1,1,1,1,NA,30
"441",15,"Extra (T3)",32,2022-04-22,9.4,NA,0,600,0,1,1,1,1,NA,31
"442",15,"Extra (T3)",32,2022-04-23,NA,NA,0,740,0,1,1,1,1,NA,32
"443",15,"Extra (T3)",32,2022-04-24,NA,NA,0,840,0,1,1,1,1,NA,33
"444",15,"Extra (T3)",32,2022-04-25,12.1,NA,0,860,0,1,1,1,1,NA,34
"445",15,"Extra (T3)",32,2022-04-26,NA,NA,0,900,0,1,1,1,1,NA,35
"446",15,"Extra (T3)",32,2022-04-27,NA,NA,0,900,0,1,1,1,1,NA,36
"447",15,"Extra (T3)",32,2022-04-28,NA,NA,0,900,0,NA,NA,NA,NA,NA,37
"448",15,"Extra (T3)",32,2022-04-29,NA,NA,0,900,0,1,1,1,NA,NA,38
"449",15,"Extra (T3)",32,2022-04-30,NA,NA,0,1200,0,1,1,1,1,NA,39
"450",15,"Extra (T3)",32,2022-05-01,NA,NA,0,1200,0,1,1,1,1,NA,40
"451",15,"Extra (T3)",32,2022-05-02,18,NA,0,1200,0,NA,NA,NA,1,NA,41
